County,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Arizona-Navajo,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arizona-Pima,0.9999970197677612,1.8630454690082843e-07,1.2428159834598773e-07,2.2472576688414847e-07,2.2767744667362422e-07,1.5881674642059807e-07,1.6741709885081946e-07,1.9158966324539506e-07,2.1224219892701512e-07,2.388409257036983e-07,4.0394664324594487e-07,1.2864340703799826e-07,3.2707697528167046e-07,2.2889466322340013e-07,1.6751467057929403e-07
Arizona-Pinal,0.999996542930603,2.2301382784917223e-07,1.4887380928030325e-07,2.6983954626302875e-07,2.6780091388900473e-07,1.8364606546583673e-07,1.9639932702375518e-07,2.2563533264019497e-07,2.5291825522799627e-07,2.829105483215244e-07,4.6445379098258854e-07,1.531116851083425e-07,3.909243275757035e-07,2.6435654376655293e-07,2.0055144034358818e-07
Arizona-Santa Cruz,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arizona-Yavapai,0.9999974966049194,1.5352445359440026e-07,1.0229430102981496e-07,1.8236869436805137e-07,1.9094821368526027e-07,1.3457903946800798e-07,1.39828259193564e-07,1.6147575365721423e-07,1.760099337388965e-07,1.9815087171082268e-07,3.4667021964196465e-07,1.0560389540614779e-07,2.671960430689069e-07,1.927468815665634e-07,1.382925631787657e-07
Arizona-Yuma,0.9999974966049194,1.5355753646417725e-07,1.0232317748659625e-07,1.8244280397539114e-07,1.9096734149570693e-07,1.345914881767385e-07,1.3988160674216488e-07,1.6150656279023679e-07,1.7608547864256252e-07,1.9822797980850737e-07,3.4667451132008864e-07,1.0563592667267585e-07,2.6732885771707515e-07,1.927796091649725e-07,1.3832158174409415e-07
Arkansas-Arkansas,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Ashley,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Baxter,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Benton,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Arkansas-Boone,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Bradley,0.9999973773956299,1.6045581219259475e-07,1.0710415665471373e-07,1.9182211019597162e-07,1.9883761126493482e-07,1.3930568343312189e-07,1.4540931658757472e-07,1.6769423893947533e-07,1.8377062360741547e-07,2.0637466491280065e-07,3.5743462944992643e-07,1.1026483548448596e-07,2.8024984999319713e-07,1.9957853680807602e-07,1.446151003392515e-07
Arkansas-Calhoun,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Carroll,0.9999973773956299,1.5970761069183936e-07,1.0683688600465757e-07,1.9052183120038535e-07,1.991321454397621e-07,1.4028184125436383e-07,1.458889471450675e-07,1.6835313942920038e-07,1.83643606987971e-07,2.0641482478822581e-07,3.592646748984407e-07,1.1031364266500532e-07,2.79605671948957e-07,2.007444805940395e-07,1.4400693260085973e-07
Arkansas-Chicot,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Clark,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Clay,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Cleburne,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Cleveland,0.9999973773956299,1.591300389236494e-07,1.0621697299484367e-07,1.902133845987919e-07,1.9733467127025506e-07,1.3834133483214828e-07,1.4428420058720803e-07,1.664049307237292e-07,1.8226955944555812e-07,2.0472802475524077e-07,3.55011053443377e-07,1.093610606517359e-07,2.7790323997578525e-07,1.9815877294604434e-07,1.434122793853021e-07
Arkansas-Columbia,0.9999973773956299,1.6743646824579628e-07,1.1177611014545619e-07,2.007686106253459e-07,2.0650145415856969e-07,1.442377026705799e-07,1.5117322504920594e-07,1.7403399965587596e-07,1.915035170441115e-07,2.1494059865290183e-07,3.693115502301225e-07,1.1506259056659474e-07,2.92832339710003e-07,2.0686452728568838e-07,1.5081681681294867e-07
Arkansas-Conway,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Craighead,0.9999974966049194,1.5352445359440026e-07,1.0229430102981496e-07,1.8236869436805137e-07,1.9094821368526027e-07,1.3457903946800798e-07,1.39828259193564e-07,1.6147575365721423e-07,1.760099337388965e-07,1.9815087171082268e-07,3.4667021964196465e-07,1.0560389540614779e-07,2.671960430689069e-07,1.927468815665634e-07,1.382925631787657e-07
Arkansas-Crawford,0.9999974966049194,1.5356280869127659e-07,1.0232825786715694e-07,1.8245671640215733e-07,1.9098555981145182e-07,1.3460162051615043e-07,1.398760076654071e-07,1.6151147974596824e-07,1.7607926849905198e-07,1.9821852959012176e-07,3.4669469073378423e-07,1.0563814356601142e-07,2.673308756584447e-07,1.9278127183497418e-07,1.383288292799989e-07
Arkansas-Crittenden,0.9999974966049194,1.5499543337682553e-07,1.0331628885751343e-07,1.843655468292127e-07,1.9266713024990167e-07,1.3564218193096167e-07,1.4107878598679235e-07,1.6283085813029174e-07,1.7766940629826422e-07,1.9991192345969466e-07,3.4912605428871757e-07,1.066426662532649e-07,2.700132881727768e-07,1.9433329612184025e-07,1.3959881073333236e-07
Arkansas-Cross,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Dallas,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Desha,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Drew,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Faulkner,0.9999974966049194,1.5346647330716223e-07,1.0225450353118504e-07,1.8229462739327573e-07,1.9088339797690423e-07,1.345343747516381e-07,1.397722684259861e-07,1.6141724756835174e-07,1.759387799893375e-07,1.980719019911703e-07,3.4655914760151063e-07,1.0556220786384074e-07,2.670829530870833e-07,1.9267815787316067e-07,1.3823981248606287e-07
Arkansas-Franklin,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Fulton,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Garland,0.9999974966049194,1.5477313297651563e-07,1.0316505694163425e-07,1.840870851310683e-07,1.924139212405862e-07,1.3547011690207e-07,1.4087012800700904e-07,1.626069234816896e-07,1.7740460123150115e-07,1.9961663610956748e-07,3.4869415799221315e-07,1.0648372494870273e-07,2.6959236265611253e-07,1.940727116789276e-07,1.393958086737257e-07
Arkansas-Grant,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Greene,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Hempstead,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Hot Spring,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Howard,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Independence,0.9999973773956299,1.6283721038234944e-07,1.0867093891420154e-07,1.9508215132191253e-07,2.0138531908742152e-07,1.4104244883128558e-07,1.4739919151907088e-07,1.696644886806098e-07,1.8626873554694612e-07,2.092602642278507e-07,3.615182890825963e-07,1.119634518431667e-07,2.8462949330787524e-07,2.0227805919148523e-07,1.4666206027413864e-07
Arkansas-Izard,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Jackson,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Jefferson,0.9999973773956299,1.566181282441903e-07,1.0440799513844468e-07,1.8621084052483639e-07,1.9462167699657584e-07,1.370329982819385e-07,1.4259209990541422e-07,1.6461046925542178e-07,1.7951632003132545e-07,2.0200546657633822e-07,3.5288550748191483e-07,1.0775227110570995e-07,2.727249466261128e-07,1.9625701952463714e-07,1.41137434184202e-07
Arkansas-Johnson,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Lafayette,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Lawrence,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Lee,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Lincoln,0.9999973773956299,1.6047233941662853e-07,1.071372608407728e-07,1.919093932656324e-07,1.98862650790943e-07,1.393139257288567e-07,1.4542027315656014e-07,1.677087908547037e-07,1.8382110056336387e-07,2.0641560638523515e-07,3.5733987147068547e-07,1.1028019031300573e-07,2.803463701184228e-07,1.9953077412537823e-07,1.4463495290328865e-07
Arkansas-Little River,0.9999973773956299,1.6383913248319004e-07,1.0975767850140983e-07,1.9613801782725204e-07,2.0406623946200853e-07,1.435536205462995e-07,1.4958507676965382e-07,1.7228454396445159e-07,1.8834617776519735e-07,2.1142470529866841e-07,3.667458940981305e-07,1.1330420335298186e-07,2.8754908498740406e-07,2.055547838608618e-07,1.47642438719231e-07
Arkansas-Logan,0.9999973773956299,1.5912972628484567e-07,1.062167669374503e-07,1.902130151165693e-07,1.9733448652914376e-07,1.3834120693445584e-07,1.442840726895156e-07,1.6640461808492546e-07,1.8226955944555812e-07,2.0472782580327475e-07,3.55011053443377e-07,1.093610606517359e-07,2.779029841804004e-07,1.9815840346382174e-07,1.434119951682078e-07
Arkansas-Lonoke,0.9999974966049194,1.536524649736748e-07,1.0239307357551297e-07,1.8258693046391272e-07,1.9107955040453817e-07,1.346660809531386e-07,1.3997235726037616e-07,1.6160115023922117e-07,1.7620509140670038e-07,1.983548685302594e-07,3.4684083516367537e-07,1.0570626329808874e-07,2.6753721726890944e-07,1.9288444264020654e-07,1.3841078327914147e-07
Arkansas-Madison,0.9999973773956299,1.6710291106392106e-07,1.116748862273198e-07,1.986863509273462e-07,2.0810915657420992e-07,1.471479293968514e-07,1.5284176413388195e-07,1.763244057428892e-07,1.9206684953587683e-07,2.1634974700646126e-07,3.758639479656267e-07,1.1577143510521637e-07,2.916219727921998e-07,2.1070329125905118e-07,1.5071171333147504e-07
Arkansas-Marion,0.9999973773956299,1.619958425180812e-07,1.0834084207544947e-07,1.931911128849606e-07,2.0185370885883458e-07,1.4239397216897487e-07,1.480441369494656e-07,1.707652330651399e-07,1.8630319686963048e-07,2.096139866125668e-07,3.641136743226525e-07,1.1204698324718265e-07,2.835879797657981e-07,2.0384780441418116e-07,1.460795431285078e-07
Arkansas-Miller,0.9999974966049194,1.5487235316413717e-07,1.0323946497692305e-07,1.8424620407131442e-07,1.9250734339948394e-07,1.3553344047068094e-07,1.4098705491960573e-07,1.6270419678221515e-07,1.775606648379835e-07,1.9978328680281265e-07,3.488245283733704e-07,1.0656336968395408e-07,2.698544676604797e-07,1.9418305896579113e-07,1.3948543653441448e-07
